t; x; y; theta
9587747.042007; 0.00; 0.00; 0.00
9601948.292999; 0.00; 0.00; 0.00
9616443.472008; 0.00; 0.00; 0.00
9634491.461006; 0.00; 0.00; 0.00
9648519.483009; 0.00; 0.00; 0.00
9664998.458000; 0.00; 0.00; 0.00
9680407.858009; 0.00; 0.00; 0.00
9696414.982010; 0.00; 0.00; 0.00
9713242.897003; 0.00; 0.00; 0.00
9728563.497009; 0.00; 0.00; 0.00
9744436.718002; 0.00; 0.00; 0.00
9760594.260010; 0.00; 0.00; 0.00
9777858.963005; 0.00; 0.00; 0.00
9792361.246002; 0.00; 0.00; 0.00
9809433.496010; 0.00; 0.00; 0.00
9824436.585007; 0.00; 0.00; 0.00
9840520.400002; 0.00; 0.00; 0.00
9858771.558006; 0.00; 0.00; 0.00
9873105.298004; 0.00; 0.00; 0.00
9888497.352005; 0.00; 0.00; 0.00
9907405.057007; 0.00; 0.00; 0.00
9920381.551010; 0.00; 0.00; 0.00
9937677.619011; 0.00; 0.00; 0.00
9953631.261002; 0.00; 0.00; 0.00
9970093.825005; 0.00; 0.00; 0.00
9985703.874008; 0.00; 0.00; 0.00
10000968.672005; 0.00; 0.00; 0.00
10016413.062004; 0.00; 0.00; 0.00
10032453.911003; 0.00; 0.00; 0.00
10048627.567009; 0.00; 0.00; 0.00
10064852.262009; 0.00; 0.00; 0.00
10080662.449005; 0.00; 0.00; 0.00
10099160.071007; 0.00; 0.00; 0.00
10114774.026001; 0.00; 0.00; 0.00
10130666.177002; 0.00; 0.00; 0.00
10151591.914001; 0.00; 0.00; 0.00
10177606.423004; 0.00; 0.00; 0.00
10192610.029007; 0.00; 0.00; 0.00
10210891.027008; 0.00; 0.00; 0.00
10226256.332008; 0.00; 0.00; 0.00
10241943.182999; 0.00; 0.00; 0.00
10256858.920006; 0.00; 0.00; 0.00
10274548.866005; 0.00; 0.00; 0.00
10288646.214005; 0.00; 0.00; 0.00
10305707.751007; 0.00; 0.00; 0.00
10320636.999001; 0.00; 0.00; 0.00
10337658.647011; 0.00; 0.00; 0.00
10355162.665001; 0.00; 0.00; 0.00
10369288.796005; 0.00; 0.00; 0.00
10386535.181007; 0.00; 0.00; 0.00
10401119.072006; 0.00; 0.00; 0.00
10417019.570000; 0.00; 0.00; 0.00
10432829.721008; 0.01; 0.00; 0.00
10449809.871010; 0.03; 0.00; 0.00
10466963.822006; 0.04; 0.00; 0.00
10481100.948006; 0.05; 0.00; 0.00
10497976.085007; 0.07; 0.00; 0.00
10512654.049004; 0.08; 0.00; 0.00
10529262.838005; 0.09; 0.00; 0.00
10544627.669006; 0.10; 0.00; 0.00
10561311.246010; 0.12; 0.00; 0.00
10576626.981010; 0.13; 0.00; 0.00
10593798.137001; 0.14; 0.00; 0.00
10609226.370010; 0.16; 0.00; 0.00
10626948.648003; 0.17; 0.00; 0.00
10640675.489006; 0.18; 0.00; 0.00
10657268.583008; 0.20; 0.00; 0.00
10674891.197006; 0.21; 0.00; 0.00
10689513.801003; 0.22; 0.00; 0.00
10705517.278008; 0.23; 0.00; 0.00
10720741.071007; 0.25; 0.00; 0.00
10736659.691002; 0.26; 0.00; 0.00
10754717.062004; 0.27; 0.00; 0.00
10769083.411011; 0.28; 0.00; 0.00
10785429.162003; 0.30; 0.00; 0.00
10801141.428009; 0.31; 0.00; 0.00
10817875.679001; 0.32; 0.00; 0.00
10833917.941010; 0.34; 0.00; 0.00
10848697.870003; 0.35; 0.00; 0.00
10864698.643005; 0.36; 0.00; 0.00
10882088.468010; 0.37; 0.00; 0.00
10898855.243004; 0.39; 0.00; 0.00
10912634.011002; 0.40; 0.00; 0.00
10929256.942001; 0.41; 0.00; 0.00
10944668.091011; 0.42; 0.00; 0.00
10961289.613007; 0.44; 0.00; 0.00
10977910.401009; 0.45; 0.00; 0.00
10994091.451004; 0.46; 0.00; 0.00
11008679.348007; 0.48; 0.00; 0.00
11025024.897011; 0.49; 0.00; 0.00
11042716.983002; 0.50; 0.00; 0.00
11056808.136009; 0.52; 0.00; 0.00
11072777.066002; 0.53; 0.00; 0.00
11089830.477005; 0.54; 0.00; 0.00
11104720.833008; 0.54; 0.00; 0.00
11122583.342003; 0.55; 0.00; 0.00
11139322.788010; 0.56; 0.00; 0.00
11154190.008011; 0.57; 0.00; 0.00
11169271.731003; 0.57; 0.00; 0.00
11184814.678009; 0.58; 0.00; 0.00
11201204.512001; 0.59; 0.00; 0.00
11218832.197006; 0.59; 0.00; 0.00
11232618.346008; 0.60; 0.00; 0.00
11250036.909012; 0.61; 0.00; 0.00
11265489.858002; 0.61; 0.00; 0.00
11280707.539001; 0.62; 0.00; 0.00
11298084.222000; 0.63; 0.00; 0.00
11313892.510002; 0.63; 0.00; 0.00
11330111.481003; 0.64; 0.00; 0.00
11344834.185005; 0.65; 0.00; 0.00
11361008.255005; 0.66; 0.00; 0.00
11377389.210007; 0.66; 0.00; 0.00
11392629.304001; 0.67; 0.00; 0.00
11408686.941010; 0.68; 0.00; 0.00
11424702.143005; 0.68; 0.00; 0.00
11441859.257004; 0.69; 0.00; 0.00
11458497.976006; 0.70; 0.00; 0.00
11472739.080009; 0.70; 0.00; 0.00
11490197.203011; 0.71; 0.00; 0.00
11505150.483009; 0.72; 0.00; 0.00
11520610.736000; 0.72; 0.00; 0.00
11536855.997002; 0.73; 0.00; 0.00
11553615.201004; 0.74; 0.00; 0.00
11571547.870003; 0.75; 0.00; 0.00
11584890.529007; 0.75; 0.00; 0.00
11602170.639999; 0.76; 0.00; 0.00
11617617.755005; 0.77; 0.00; 0.00
11632651.820007; 0.77; 0.00; 0.00
11649977.776009; 0.78; 0.00; 0.00
11664982.407005; 0.79; 0.00; 0.00
11682219.807007; 0.79; 0.00; 0.00
11698205.183006; 0.80; 0.00; 0.00
11712641.064011; 0.81; 0.00; 0.00
11729842.327011; 0.81; 0.00; 0.00
11746804.157005; 0.82; 0.00; 0.00
11760603.264008; 0.82; 0.00; 0.00
11778535.237007; 0.83; 0.00; 0.00
11795150.547005; 0.83; 0.00; 0.00
11809369.394005; 0.83; 0.00; 0.00
11824851.530006; 0.84; 0.00; 0.00
11843079.881004; 0.84; 0.00; 0.00
11857768.373009; 0.84; 0.00; 0.00
11872653.299011; 0.84; 0.00; 0.00
11888684.081001; 0.85; 0.00; 0.00
11904712.702003; 0.85; 0.00; 0.00
11921651.777008; 0.85; 0.00; 0.00
11937128.104004; 0.85; 0.00; 0.00
11952948.527008; 0.86; 0.00; 0.00
11970529.175003; 0.86; 0.00; 0.00
11985295.316002; 0.86; 0.00; 0.00
12000653.137009; 0.86; 0.00; 0.00
12016646.023010; 0.87; 0.00; 0.00
12033881.671005; 0.87; 0.00; 0.00
12049802.162003; 0.87; 0.00; 0.00
12066269.233002; 0.87; 0.00; 0.00
12081763.491013; 0.88; 0.00; 0.00
12096684.042007; 0.88; 0.00; 0.00
12112656.421005; 0.88; 0.00; 0.00
12129394.306007; 0.88; 0.00; 0.00
12144643.599007; 0.89; 0.00; 0.00
12160737.236008; 0.89; 0.00; 0.00
12178345.445007; 0.89; 0.00; 0.00
12192656.634010; 0.90; 0.00; 0.00
12209393.870010; 0.90; 0.00; 0.00
12226933.404007; 0.90; 0.00; 0.00
12240616.864006; 0.90; 0.00; 0.00
12257537.285011; 0.91; 0.00; 0.00
12272628.999008; 0.91; 0.00; 0.00
12289197.496002; 0.91; 0.00; 0.00
12305415.502007; 0.91; 0.00; 0.00
12322099.627007; 0.92; 0.00; 0.00
12337058.663010; 0.92; 0.00; 0.00
12353964.822006; 0.92; 0.00; 0.00
12369222.429001; 0.92; 0.00; 0.00
12385137.189011; 0.93; 0.00; 0.00
12400606.415009; 0.93; 0.00; 0.00
12417157.634003; 0.93; 0.00; 0.00
12432699.860008; 0.93; 0.00; 0.00
12449828.501007; 0.93; 0.00; 0.00
12466418.812004; 0.93; 0.00; 0.00
12481241.883011; 0.94; 0.00; 0.00
12497737.933006; 0.94; 0.00; 0.00
12512851.674004; 0.94; 0.00; 0.00
12530986.060005; 0.94; 0.00; 0.00
12544971.855003; 0.94; 0.00; 0.00
12560740.713005; 0.94; 0.00; 0.00
12578384.950005; 0.94; 0.00; 0.00
12593985.221001; 0.94; 0.00; 0.00
12608933.700005; 0.94; 0.00; 0.00
12625275.340004; 0.95; 0.00; 0.00
12640632.138008; 0.95; 0.00; 0.00
12658695.167007; 0.95; 0.00; 0.00
12672855.533005; 0.95; 0.00; 0.00
12688875.951004; 0.95; 0.00; 0.00
12704937.315002; 0.95; 0.00; 0.00
12723190.681007; 0.95; 0.00; 0.00
12736943.863007; 0.95; 0.00; 0.00
12755310.650009; 0.96; 0.00; 0.00
12769257.599007; 0.96; 0.00; 0.00
12784656.550003; 0.96; 0.00; 0.00
12801509.089005; 0.96; 0.00; 0.00
12816620.753006; 0.96; 0.00; 0.00
12833886.259003; 0.96; 0.00; 0.00
12850088.621002; 0.96; 0.00; 0.00
12865900.567009; 0.96; 0.00; 0.00
12882752.720009; 0.96; 0.00; 0.00
12896699.813011; 0.97; 0.00; 0.00
12914039.949005; 0.97; 0.00; 0.00
12929847.658005; 0.97; 0.00; 0.00
12944690.933006; 0.97; 0.00; 0.00
12963060.781006; 0.97; 0.00; 0.00
12978571.457008; 0.97; 0.00; 0.00
12992666.248001; 0.97; 0.00; 0.00
13008864.437012; 0.97; 0.00; 0.00
13024812.400002; 0.97; 0.00; 0.00
13040659.507004; 0.98; 0.00; 0.00
13057557.024010; 0.98; 0.00; 0.00
13072632.614006; 0.98; 0.00; 0.00
13089719.359001; 0.98; 0.00; 0.00
13105392.977005; 0.98; 0.00; 0.00
13121424.821999; 0.98; 0.00; 0.00
13137152.818008; 0.98; 0.00; 0.00
13154839.975006; 0.98; 0.00; 0.00
13168625.455002; 0.98; 0.00; 0.00
13184618.164001; 0.98; 0.00; 0.00
13200714.867004; 0.98; 0.00; 0.00
13217174.794006; 0.98; 0.00; 0.00
13232834.686005; 0.98; 0.00; 0.00
13248638.427002; 0.98; 0.00; 0.00
13266950.591003; 0.98; 0.00; 0.00
13282660.574005; 0.98; 0.00; 0.00
13296953.584007; 0.98; 0.00; 0.00
13312719.408005; 0.99; 0.00; 0.00
13328778.252007; 0.99; 0.00; 0.00
13344682.929008; 0.99; 0.00; 0.00
13362032.242004; 0.99; 0.00; 0.00
13377492.368004; 0.99; 0.00; 0.00
13392726.278008; 0.99; 0.00; 0.00
13408621.090004; 0.99; 0.00; 0.00
13427280.618004; 0.99; 0.00; 0.00
13442928.603004; 0.99; 0.00; 0.00
13456818.060005; 0.99; 0.00; 0.00
13472599.067009; 0.99; 0.00; 0.00
13490037.196007; 0.99; 0.00; 0.00
13505928.487007; 0.99; 0.00; 0.00
13520789.998009; 0.99; 0.00; 0.00
13536802.467003; 0.99; 0.00; 0.00
13552743.222008; 0.99; 0.00; 0.00
13568644.261009; 0.99; 0.00; 0.00
13584974.929001; 0.99; 0.00; 0.00
13600759.023003; 0.99; 0.00; 0.00
13616859.625000; 0.99; 0.00; 0.00
13634094.604004; 0.99; 0.00; 0.00
13650379.379005; 0.99; 0.00; 0.00
13665457.174004; 0.99; 0.00; 0.00
13683667.848007; 1.00; 0.00; 0.00
13698377.405006; 1.00; 0.00; 0.00
13713352.573006; 1.00; 0.00; 0.00
13728634.974007; 1.00; 0.00; 0.00
13746137.731003; 1.00; 0.00; 0.00
13761193.778008; 1.00; 0.00; 0.00
13779546.649002; 1.00; 0.00; 0.00
13792611.729012; 1.00; 0.00; 0.00
13808644.220001; 1.00; 0.00; 0.00
13826489.653999; 1.00; 0.00; 0.00
13840604.200005; 1.00; 0.00; 0.00
13856616.069008; 1.00; 0.00; 0.00
13872809.960007; 1.00; 0.00; 0.00
13888728.282005; 1.00; 0.00; 0.00
13905030.135002; 1.00; 0.00; 0.00
13922998.110001; 1.00; 0.00; 0.00
13937169.229004; 1.00; 0.00; 0.00
13953663.255005; 1.00; 0.00; 0.00
13968676.396011; 1.00; 0.00; 0.00
13985269.537003; 1.00; 0.00; 0.00
14000948.556007; 1.00; 0.00; 0.00
14016636.347008; 1.00; 0.00; 0.00
14033237.342003; 1.00; 0.00; 0.00
14050023.668999; 1.00; 0.00; 0.00
14064666.581009; 1.00; 0.00; 0.00
14080884.085007; 1.00; 0.00; 0.00
14097020.614006; 1.00; 0.00; 0.00
14114905.184006; 1.00; 0.00; 0.00
14129812.512001; 1.00; 0.00; 0.00
14144699.265999; 1.00; 0.00; 0.00
14160656.097008; 1.00; 0.00; 0.00
14176690.971001; 1.00; 0.00; 0.00
14194087.441002; 1.00; 0.00; 0.00
14208642.829002; 1.00; 0.00; 0.00
14225197.008003; 1.00; 0.00; 0.00
14241233.841003; 1.00; 0.00; 0.00
14258632.514000; 1.00; 0.00; 0.00
14273727.846008; 1.00; 0.00; 0.00
14289926.094009; 1.00; 0.00; 0.00
14305185.647011; 1.00; 0.00; 0.00
14320944.058006; 1.00; 0.00; 0.00
14336697.549004; 1.00; 0.00; 0.00
14354527.922012; 1.00; 0.00; 0.00
14370017.317001; 1.00; 0.00; 0.00
14385893.473007; 1.00; 0.00; 0.00
14402113.813011; 1.00; 0.00; 0.00
14416617.330009; 1.00; 0.00; 0.00
14432755.225006; 1.00; 0.00; 0.00
14449266.586006; 1.00; 0.00; 0.00
14466327.746002; 1.00; 0.00; 0.00
14482739.641006; 1.00; 0.00; 0.00
14496688.845001; 1.00; 0.00; 0.00
14512636.006004; 1.00; 0.00; 0.00
14528809.820007; 1.00; 0.00; 0.00
14546793.968002; 1.00; 0.00; 0.00
14560687.673004; 1.00; 0.00; 0.00
14578484.441002; 1.00; 0.00; 0.00
14593030.649010; 1.00; 0.00; 0.00
14608661.181999; 1.00; 0.00; 0.00
14624868.002007; 1.00; 0.00; 0.00
14641459.563011; 1.00; 0.00; 0.00
14656747.647003; 1.00; 0.00; 0.00
14672894.512009; 1.00; 0.00; 0.00
14689590.959007; 1.00; 0.00; 0.00
14706730.234001; 1.00; 0.00; 0.00
14722382.149010; 1.00; 0.00; 0.00
14736717.776009; 1.00; 0.00; 0.00
14752691.315002; 1.00; 0.00; 0.00
14769053.121010; 1.00; 0.00; 0.00
14785845.388008; 1.00; 0.00; 0.00
14803152.393005; 1.00; 0.00; 0.00
14816638.431007; 1.00; 0.00; 0.00
14832994.279007; 1.00; 0.00; 0.00
14849575.804001; 1.00; 0.00; 0.00
14865328.990005; 1.00; 0.00; 0.00
14883413.503006; 1.00; 0.00; 0.00
14899013.612007; 1.00; 0.00; 0.00
14913971.953003; 1.00; 0.00; 0.00
14928833.077003; 1.00; 0.00; 0.00
14944712.928001; 1.00; 0.00; 0.00
14960827.637009; 1.00; 0.00; 0.00
14976609.686005; 1.00; 0.00; 0.00
14993796.408005; 1.00; 0.00; 0.00
15008722.267006; 1.00; 0.00; 0.00
15024656.667007; 1.00; 0.00; 0.00
15041845.538002; 1.00; 0.00; 0.00
15056797.452003; 1.00; 0.00; 0.00
15073712.847000; 1.00; 0.00; 0.00
15090907.956001; 1.00; 0.00; 0.00
15105078.421005; 1.00; 0.00; 0.00
15122053.517006; 1.00; 0.00; 0.00
15136909.294006; 1.00; 0.00; 0.00
15152622.401009; 1.00; 0.00; 0.00
15168880.842003; 1.00; 0.00; 0.00
15184713.235008; 1.00; 0.00; 0.00
15200614.194000; 1.00; 0.00; 0.00
15217915.665009; 1.00; 0.00; 0.00
15232632.877007; 1.00; 0.00; 0.00
15248652.665009; 1.00; 0.00; 0.00
15264715.385010; 1.00; 0.00; 0.00
15282220.119003; 1.00; 0.00; 0.00
15296665.171005; 1.00; 0.00; 0.00
15314475.702011; 1.00; 0.00; 0.00
15328685.152008; 1.00; 0.00; 0.00
15344848.571007; 1.00; 0.00; 0.00
15360618.044006; 1.00; 0.00; 0.00
15378568.665001; 1.00; 0.00; 0.00
15393784.249008; 1.00; 0.00; 0.00
15409335.867004; 1.00; 0.00; 0.00
15424615.556007; 1.00; 0.00; 0.00
15442104.213005; 1.00; 0.00; 0.00
15458009.096001; 1.00; 0.00; 0.00
15472661.660004; 1.00; 0.00; 0.00
15488917.293007; 1.00; 0.00; 0.00
15505268.731003; 1.00; 0.00; 0.00
15520647.018005; 1.00; 0.00; 0.00
15536647.682007; 1.00; 0.00; 0.00
15554336.307007; 1.00; 0.00; 0.00
15569742.377007; 1.00; 0.00; 0.00
15584774.216011; 1.00; 0.00; 0.00
15600615.637001; 1.00; 0.00; 0.00
15618559.424004; 1.00; 0.00; 0.00
15633798.123009; 1.00; 0.00; 0.00
15648805.664001; 1.00; 0.00; 0.00
15664712.232002; 1.00; 0.00; 0.00
15682261.324005; 1.00; 0.00; 0.00
15696910.109001; 1.00; 0.00; 0.00
15715591.128006; 1.00; 0.00; 0.00
15728642.141006; 1.00; 0.00; 0.00
15744695.383003; 1.00; 0.00; 0.00
15760630.253006; 1.00; 0.00; 0.00
15776925.537003; 1.00; 0.00; 0.00
15794656.700005; 1.00; 0.00; 0.00
15810228.143005; 1.00; 0.00; 0.00
15825769.081001; 1.00; 0.00; 0.00
15841901.034004; 1.00; 0.00; 0.00
15858486.789009; 1.00; 0.00; 0.00
15873468.357002; 1.00; 0.00; 0.00
15889711.635010; 1.00; 0.00; 0.00
15906009.259003; 1.00; 0.00; 0.00
15921017.330002; 1.00; 0.00; 0.00
15937826.422005; 1.00; 0.00; 0.00
15952971.104004; 1.00; 0.00; 0.00
15968612.369011; 1.00; 0.00; 0.00
15985740.104004; 1.00; 0.00; 0.00
16001117.907005; 1.00; 0.00; 0.00
16017147.642006; 1.00; 0.00; 0.00
16033284.615005; 1.00; 0.00; 0.00
16049034.224007; 1.00; 0.00; 0.00
16065366.317001; 1.00; 0.00; 0.00
16080955.755005; 1.00; 0.00; 0.00
16096767.454002; 1.00; 0.00; 0.00
16112779.300011; 1.00; 0.00; 0.00
16130787.527000; 1.00; 0.00; 0.00
16144692.314003; 1.00; 0.00; 0.00
16162138.683006; 1.00; 0.00; 0.00
16176678.609001; 1.00; 0.00; 0.00
16194032.148003; 1.00; 0.00; 0.00
16208868.799004; 1.00; 0.00; 0.00
16226256.502007; 1.00; 0.00; 0.00
16240841.955009; 1.00; 0.00; 0.00
16257971.975006; 1.00; 0.00; 0.00
16272824.052002; 1.00; 0.00; 0.00
16289573.631004; 1.00; 0.00; 0.00
16304644.703003; 1.00; 0.00; 0.00
16321227.114006; 1.00; 0.00; 0.00
16336791.602005; 1.00; 0.00; 0.00
16352669.918007; 1.00; 0.00; 0.00
16368691.149002; 1.00; 0.00; 0.00
16384712.230003; 1.00; 0.00; 0.00
16400696.820007; 1.00; 0.00; 0.00
16416693.587006; 1.00; 0.00; 0.00
16432714.785011; 1.00; 0.00; 0.00
16448920.017006; 1.00; 0.00; 0.00
16466444.539001; 1.00; 0.00; 0.00
16481185.269005; 1.00; 0.00; 0.00
16497888.243004; 1.00; 0.00; 0.00
16513557.514008; 1.00; 0.00; 0.00
16530249.866005; 1.00; 0.00; 0.00
16544687.290001; 1.00; 0.00; 0.00
16560958.307007; 1.00; 0.00; 0.00
16577580.700005; 1.00; 0.00; 0.00
16594247.562004; 1.00; 0.00; 0.00
16609472.275002; 1.00; 0.00; 0.00
16624792.632004; 1.00; 0.00; 0.00
16640625.709007; 1.00; 0.00; 0.00
16658129.827003; 1.00; 0.00; 0.00
16675188.080002; 1.00; 0.00; 0.00
16689245.586006; 1.00; 0.00; 0.00
16704785.434006; 1.00; 0.00; 0.00
16720680.519005; 1.00; 0.00; 0.00
16738382.501007; 1.00; 0.00; 0.00
16752597.830009; 1.00; 0.00; 0.00
16769883.534012; 1.00; 0.00; 0.00
16784639.760002; 1.00; 0.00; 0.00
16801831.997002; 1.00; 0.00; 0.00
16816621.490005; 1.00; 0.00; 0.00
16833831.975006; 1.00; 0.00; 0.00
16850720.333008; 1.00; 0.00; 0.00
16864717.156006; 1.00; 0.00; 0.00
16881469.854004; 1.00; 0.00; 0.00
16896597.534004; 1.00; 0.00; 0.00
16913669.982002; 1.00; 0.00; 0.00
16928635.214005; 1.00; 0.00; 0.00
16945848.607002; 1.00; 0.00; 0.00
16961681.189003; 1.00; 0.00; 0.00
16976673.955009; 1.00; 0.00; 0.00
16992937.821007; 1.00; 0.00; 0.00
17009792.560013; 1.00; 0.00; 0.00
17024780.051010; 1.00; 0.00; 0.00
17040943.595001; 1.00; 0.00; 0.00
17057061.223007; 1.00; 0.00; 0.00
17073287.226006; 1.00; 0.00; 0.00
17098733.721008; 1.00; 0.00; 0.00
17110101.486008; 1.00; 0.00; 0.00
17120655.860008; 1.00; 0.00; 0.00
17136633.272003; 1.00; 0.00; 0.00
17152692.831009; 1.00; 0.00; 0.00
17170045.033005; 1.00; 0.00; 0.00
17185913.163010; 1.00; 0.00; 0.00
17200992.666008; 1.00; 0.00; 0.00
17216625.198006; 1.00; 0.00; 0.00
17234244.132004; 1.00; 0.00; 0.00
17248751.236008; 1.00; 0.00; 0.00
17264724.157005; 1.00; 0.00; 0.00
17280717.013008; 1.00; 0.00; 0.00
17299222.026009; 1.00; 0.00; 0.00
17313807.104004; 1.00; 0.00; 0.00
17328832.857010; 1.00; 0.00; 0.00
17346064.843010; 1.00; 0.00; 0.00
17360669.951012; 1.00; 0.00; 0.00
17376626.027000; 1.00; 0.00; 0.00
17395002.019005; 1.00; 0.00; 0.00
17409316.357002; 1.00; 0.00; 0.00
17424745.080009; 1.00; 0.00; 0.00
17441374.684006; 1.00; 0.00; 0.00
17459447.882004; 1.00; 0.00; 0.00
17473187.396011; 1.00; 0.00; 0.00
17488824.377007; 1.00; 0.00; 0.00
17504668.110001; 1.00; 0.00; 0.00
17520618.224007; 1.00; 0.00; 0.00
17536673.849007; 1.00; 0.00; 0.00
17552619.710007; 1.00; 0.00; 0.00
17568638.246010; 1.00; 0.00; 0.00
17584714.380013; 1.00; 0.00; 0.00
17601651.052002; 1.00; 0.00; 0.00
17616857.476006; 1.00; 0.00; 0.00
17634330.903008; 1.00; 0.00; 0.00
17649418.702003; 1.00; 0.00; 0.00
17664965.632004; 1.00; 0.00; 0.00
17681824.755005; 1.00; 0.00; 0.00
17696795.477005; 1.00; 0.00; 0.00
17712937.089005; 1.00; 0.00; 0.00
17735123.239006; 1.00; 0.00; 0.00
17748206.803001; 1.00; 0.00; 0.00
17762435.887009; 1.00; 0.00; 0.00
17777099.656006; 1.00; 0.00; 0.00
17794178.496002; 1.00; 0.00; 0.00
17809903.587006; 1.00; 0.00; 0.00
17824942.937012; 1.00; 0.00; 0.00
17841337.089012; 1.00; 0.00; 0.00
17857824.892006; 1.00; 0.00; 0.00
17872805.616005; 1.00; 0.00; 0.00
17890881.880005; 1.00; 0.00; 0.00
17904854.475006; 1.00; 0.00; 0.00
17921003.172005; 1.00; 0.00; 0.00
17939697.853004; 1.00; 0.00; 0.00
17954979.451004; 1.00; 0.00; 0.00
17968710.551003; 1.00; 0.00; 0.00
17984639.233002; 1.00; 0.00; 0.00
18002879.438011; 1.00; 0.00; 0.00
18016665.834999; 1.00; 0.00; 0.00
18032715.203003; 1.00; 0.00; 0.00
18048587.265007; 1.00; 0.00; 0.00
18064930.655006; 1.00; 0.00; 0.00
18082318.337006; 1.00; 0.00; 0.00
18096700.799011; 1.00; 0.00; 0.00
18113777.757004; 1.00; 0.00; 0.00
18130433.949005; 1.00; 0.00; 0.00
18144639.662003; 1.00; 0.00; 0.00
18160880.320000; 1.00; 0.00; 0.00
18178306.023003; 1.00; 0.00; 0.00
18192789.485008; 1.00; 0.00; 0.00
18209669.936005; 1.00; 0.00; 0.00
18224975.577003; 1.00; 0.00; 0.00
18242981.660011; 1.00; 0.00; 0.00
18256999.387009; 1.00; 0.00; 0.00
18274540.225006; 1.00; 0.00; 0.00
18288627.969002; 1.00; 0.00; 0.00
18304616.316010; 1.00; 0.00; 0.00
18321780.987007; 1.00; 0.00; 0.00
18337063.987007; 1.00; 0.00; 0.00
18352664.720009; 1.00; 0.00; 0.00
18368728.232010; 1.00; 0.00; 0.00
18385831.094009; 1.00; 0.00; 0.00
18400628.550003; 1.00; 0.00; 0.00
18417393.706009; 1.00; 0.00; 0.00
18432705.301010; 1.00; 0.00; 0.00
18450693.666008; 1.00; 0.00; 0.00
18466076.254005; 1.00; 0.00; 0.00
18481625.911003; 1.00; 0.00; 0.00
18496711.482010; 1.00; 0.00; 0.00
18513420.246010; 1.00; 0.00; 0.00
18528625.601006; 1.00; 0.00; 0.00
18547352.279007; 1.00; 0.00; 0.00
18562104.807007; 1.00; 0.00; 0.00
18577876.463005; 1.00; 0.00; 0.00
18593780.670006; 1.00; 0.00; 0.00
18610855.991005; 1.00; 0.00; 0.00
18625578.212006; 1.00; 0.00; 0.00
18640740.085007; 1.00; 0.00; 0.00
18657945.020004; 1.00; 0.00; 0.00
18673476.056000; 1.00; 0.00; 0.00
18688683.945007; 1.00; 0.00; 0.00
18705055.317009; 1.00; 0.00; 0.00
18720728.712006; 1.00; 0.00; 0.00
18738008.013008; 1.00; 0.00; 0.00
18752842.322006; 1.00; 0.00; 0.00
18768830.322006; 1.00; 0.00; 0.00
18785725.347000; 1.00; 0.00; 0.00
18800913.059006; 1.00; 0.00; 0.00
18817221.652008; 1.00; 0.00; 0.00
18833911.337006; 1.00; 0.00; 0.00
18848635.943008; 1.00; 0.00; 0.00
18864592.150002; 1.00; 0.00; 0.00
18881931.390007; 1.00; 0.00; 0.00
18896621.573006; 1.00; 0.00; 0.00
18913067.580009; 1.00; 0.00; 0.00
18929574.901009; 1.00; 0.00; 0.00
18946741.163010; 1.00; 0.00; 0.00
18961010.288010; 1.00; 0.00; 0.00
